Participant_Info_Consent.block_1/Consent,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q12,survey_demographics_IU.block_1/IU_scale.q11,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_14.started,feedback_14.stopped,press_spacebar.keys,press_spacebar.rt,press_spacebar.duration,show_feedback_low.thisRepN,show_feedback_low.thisTrialN,show_feedback_low.thisN,show_feedback_low.thisIndex,show_feedback_low.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.Row 17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.Row 18,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,386.7843,388.7763,0,1992,0.372222194,0.249074071,1,0,0,four_blue_stars,388.7764,389.777,0,6,6,0,1,shape,images/1blueCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,389.7835,392.0401,0,2257,0.142592607,0.183333326,1,0,0,three_green_crosses,392.0402,393.0405,0,0,0,41,1,colour,images/3redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,393.0411,399.8248,0,6784,-0.422222208,0.299999996,1,0,0,one_red_dot,399.8248,400.8253,0,1,1,17,1,colour,images/2blueDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,400.8258,404.5815,0,3756,0.184259273,0.220370363,1,0,0,three_green_crosses,404.5816,405.5825,0,2,2,35,1,colour,images/3blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,405.5829,408.3106,0,2728,-0.047222208,0.243518511,1,0,0,two_yellow_triangles,408.3107,409.3111,0,3,3,21,1,colour,images/2greenDots.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,409.3114,413.3175,1,4006,0.112963005,0.273148148,1,0,0,three_green_crosses,413.3179,414.318,0,4,4,39,1,colour,images/3greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,414.3186,416.7966,0,2478,-0.322222215,0.235185182,1,0,0,one_red_dot,416.7971,417.7967,0,5,5,4,1,colour,images/1greenCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,417.7969,422.3798,0,4583,0.349074046,0.281481478,1,0,0,four_blue_stars,422.3799,423.3801,0,6,6,6,1,colour,images/1greenStar.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,423.3849,432.3588,0,8974,0.142592607,0.199999986,1,0,0,three_green_crosses,432.3588,433.3592,0,0,0,33,1,shape,images/3blueDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,433.3596,437.8588,1,4499,0.147222236,0.272222219,1,0,0,three_green_crosses,437.8591,438.8588,0,1,1,0,1,shape,images/1blueCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,438.8591,441.9071,1,3048,-0.317592586,0.294444437,1,0,0,one_red_dot,441.9072,442.9072,0,2,2,61,1,shape,images/4yellowDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,442.9075,445.6848,1,2777,0.358333305,0.250925929,1,0,0,four_blue_stars,445.6849,446.6849,0,3,3,54,1,shape,images/4greenStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,446.6853,450.0388,1,3354,-0.074074074,0.209259263,1,0,0,two_yellow_triangles,450.0388,451.0395,0,4,4,27,1,shape,images/2redTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,451.0399,454.5806,1,3541,0.140740783,0.229629623,1,0,0,three_green_crosses,454.5807,455.5807,0,5,5,28,1,shape,images/2yellowCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,455.5811,458.3372,1,2756,-0.099074046,0.219444434,1,0,0,two_yellow_triangles,458.3373,459.3374,0,6,6,35,1,shape,images/3blueTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,459.3439,461.5387,0,2195,0.123148176,0.277777778,1,0,0,three_green_crosses,461.539,462.5393,0,0,0,8,1,number,images/1redCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,462.5397,470.2121,0,7673,0.347222222,0.279629619,1,0,0,four_blue_stars,470.2122,471.2124,0,1,1,2,1,number,images/1blueStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,471.213,474.4898,0,3277,-0.327777757,0.286111108,1,0,0,one_red_dot,474.4899,475.4903,0,2,2,53,1,number,images/4greenDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,475.4906,481.1562,0,5666,0.111111111,0.276851848,1,0,0,three_green_crosses,481.1563,482.1569,0,3,3,0,1,number,images/1blueCross.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,482.1574,486.4548,0,4297,-0.146296254,0.310185185,1,0,0,two_yellow_triangles,486.4549,487.4553,0,4,4,47,1,number,images/3yellowTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,487.4559,495.1076,1,7652,0.36018527,0.237962952,1,0,0,four_blue_stars,495.1079,496.108,0,5,5,59,1,number,images/4redTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,496.1084,499.1768,1,3068,-0.115740741,0.24537037,1,0,0,two_yellow_triangles,499.1769,500.1773,0,6,6,29,1,number,images/2yellowDots.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,500.1824,503.6905,0,3508,-0.115740741,0.24537037,1,0,0,two_yellow_triangles,503.691,504.6912,0,0,0,27,1,colour,images/2redTriangles.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,504.6916,507.8086,0,3117,0.117592635,0.201851845,1,0,0,three_green_crosses,507.8087,508.8088,0,1,1,32,1,colour,images/3blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,508.8091,512.7598,1,3951,-0.35833334,0.282407407,1,0,0,one_red_dot,512.7604,513.7604,0,2,2,57,1,colour,images/4redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,513.7609,515.996,1,2235,0.362037094,0.285185178,1,0,0,four_blue_stars,515.9961,516.996,0,3,3,1,1,colour,images/1blueDot.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,516.9963,520.5653,1,3569,0.170370384,0.203703704,1,0,0,three_green_crosses,520.5654,521.5655,0,4,4,7,1,colour,images/1greenTriangle.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,521.5658,523.9332,1,2367,-0.340740734,0.197222215,1,0,0,one_red_dot,523.9333,524.9337,0,5,5,41,1,colour,images/3redDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,524.9342,534.5094,1,9575,-0.292592578,0.207407404,1,0,0,one_red_dot,534.5095,535.5099,0,6,6,26,1,colour,images/2redStars.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,535.5154,538.1968,0,2681,-0.294444402,0.196296303,1,0,0,one_red_dot,538.1971,539.1971,0,0,0,24,1,shape,images/2redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,539.1974,543.6273,1,4430,0.361111111,0.292592596,1,0,0,four_blue_stars,543.6277,544.6274,0,1,1,18,1,shape,images/2blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,544.6278,547.2522,0,2624,-0.036111125,0.26203703,1,0,0,two_yellow_triangles,547.2526,548.2527,0,2,2,45,1,shape,images/3yellowDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,548.2529,551.4813,0,3228,0.334259316,0.268518519,1,0,0,four_blue_stars,551.4813,552.4818,0,3,3,61,1,shape,images/4yellowDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,552.4823,559.398,1,6916,0.138888889,0.230555552,1,0,0,three_green_crosses,559.3984,560.3984,0,4,4,52,1,shape,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,560.3989,567.5712,0,7172,0.152777778,0.247222212,1,0,0,three_green_crosses,567.5716,568.5714,0,5,5,53,1,shape,images/4greenDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,568.5719,572.4045,1,3833,-0.340740734,0.212962963,1,0,0,one_red_dot,572.4049,573.4048,0,6,6,13,1,shape,images/1yellowDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,573.4101,576.8836,1,3474,0.376851824,0.240740741,1,0,0,four_blue_stars,576.8836,577.8838,0,0,0,59,1,number,images/4redTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,577.8842,580.2101,1,2326,-0.302777785,0.2574074,1,0,0,one_red_dot,580.2101,581.2101,0,1,1,6,1,number,images/1greenStar.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},0,2026-09-07_09h55.17.838,Reading the Room,2026.1.3,Win32,144.9275362,6a07d9e7902dfd92616b2406,6a8d07dd262e1077153a9ddf,6a9dfd2a6ff74fc277541c5e,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,581.2105,583.6612,1,2451,-0.380555541,0.201851845,1,0,0,one_red_dot,583.6613,584.6615,0,2,2,1,1,number,images/1blueDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
