Participant_Info_Consent.block_1/Consent,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,dissent.started,dissent.stopped,Exclusion_Criteria_1.block_1/Mental_health_conditions,exclusion.started,exclusion.stopped,GroupAllocation.started,GroupAllocation.stopped,group,survey_demographics_IU.block_1/Sex,survey_demographics_IU.block_1/Age,survey_demographics_IU.block_1/Education,survey_demographics_IU.block_1/Ethnicity,survey_demographics_IU.block_1/Ethnicity-Comment,survey_demographics_IU.block_1/Politics,survey_demographics_IU.block_1/IU_scale.q1,survey_demographics_IU.block_1/IU_scale.q2,survey_demographics_IU.block_1/IU_scale.q3,survey_demographics_IU.block_1/IU_scale.q4,survey_demographics_IU.block_1/IU_scale.q5,survey_demographics_IU.block_1/IU_scale.q6,survey_demographics_IU.block_1/IU_scale.q7,survey_demographics_IU.block_1/IU_scale.q8,survey_demographics_IU.block_1/IU_scale.q9,survey_demographics_IU.block_1/IU_scale.q10,survey_demographics_IU.block_1/IU_scale.q11,survey_demographics_IU.block_1/IU_scale.q12,Instructions.started,Instructions.stopped,Example.started,Example.stopped,Trials.started,Trials.stopped,Score,RT,response.x,response.y,response.leftButton,response.midButton,response.rightButton,response.clicked_name,Feedback.started,Feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,rule,card,corrAns,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,useRows,Scenarios.block_1/Expert Panel,Scenarios.block_1/Team Tension,Scenarios.block_1/Networking Gaffe,Scenarios.block_1/Viral Oversight,Scenarios.block_1/question16,ProgressBar.started,ProgressBar.stopped,feedback_50.started,feedback_50.stopped,press_spacebar_2.keys,press_spacebar_2.rt,press_spacebar_2.duration,show_feeback_hi.thisRepN,show_feeback_hi.thisTrialN,show_feeback_hi.thisN,show_feeback_hi.thisIndex,show_feeback_hi.ran,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_1,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_2,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_3,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_4,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_5,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_6,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_7,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_8,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_9,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_10,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_11,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_12,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_13,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_14,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_15,ETMS_survey_end.block_1/Epistemic Trust Mistrust.ETMS_16,ETMS_survey_end.block_1/Epistemic Trust Mistrust.Row 17,ETMS_survey_end.block_1/Epistemic Trust Mistrust.Row 18,ETMS_survey_end.block_1/Feedback check.Q1,ETMS_survey_end.block_1/Feedback check.Q2,ETMS_survey_end.block_1/Feedback check.Q3,ETMS_survey_end.block_1/StudyPurpose,ETMS_survey_end.block_1/WereYouEvaluated,ETMS_survey_end.block_1/Feedback_interpretation,ETMS_survey_end.block_1/Suspicious,ETMS_survey_end.block_1/Disclosure,ETMS_survey_end.block_1/Data use,End.started,End.stopped
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,337.7278,340.1205,0,2393,-0.384114583,0.2421875,1,0,0,one_red_dot,340.1209,341.1204,0,0,0,8,1,shape,images/1redCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,341.1211,343.4871,1,2366,0.3359375,0.2265625,1,0,0,four_blue_stars,343.4876,344.4869,0,1,1,62,1,shape,images/4yellowStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,344.4875,346.9036,1,2416,-0.373697917,0.188802083,1,0,0,one_red_dot,346.9037,347.9034,0,2,2,13,1,shape,images/1yellowDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,347.9041,350.2534,0,2349,0.08984375,0.234375,1,0,0,three_green_crosses,350.2545,351.2532,0,3,3,45,1,shape,images/3yellowDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,351.2539,353.2365,1,1983,-0.092447917,0.216145833,1,0,0,two_yellow_triangles,353.2371,354.2365,0,4,4,31,1,shape,images/2yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,354.2371,357.303,0,3066,0.1640625,0.197916667,1,0,0,three_green_crosses,357.3037,358.3029,0,5,5,34,1,shape,images/3blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,358.3037,360.4029,0,2099,-0.38671875,0.203125,1,0,0,one_red_dot,360.4031,361.4028,0,6,6,24,1,shape,images/2redCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,361.4108,364.8194,1,3409,-0.157552083,0.205729167,1,0,0,two_yellow_triangles,364.8199,365.8192,0,0,0,16,1,number,images/2blueCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,365.8199,368.2359,1,2416,0.401041667,0.212239583,1,0,0,four_blue_stars,368.236,369.2357,0,1,1,55,1,number,images/4greenTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,369.2365,370.9524,1,1716,0.401041667,0.212239583,1,0,0,four_blue_stars,370.9526,371.9523,0,2,2,50,1,number,images/4blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,371.9529,374.302,1,2349,0.391927083,0.212239583,1,0,0,four_blue_stars,374.3021,375.302,0,3,3,53,1,number,images/4greenDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,375.3027,377.852,1,2549,0.391927083,0.212239583,1,0,0,four_blue_stars,377.8521,378.852,0,4,4,51,1,number,images/4blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,378.8526,381.1352,1,2283,-0.15234375,0.225260417,1,0,0,two_yellow_triangles,381.1354,382.1352,0,5,5,19,1,number,images/2blueTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,382.1358,385.5351,1,3399,0.401041667,0.192708333,1,0,0,four_blue_stars,385.5352,386.5349,0,6,6,61,1,number,images/4yellowDots.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,386.5424,388.8349,0,2293,0.162760417,0.196614583,1,0,0,three_green_crosses,388.8355,389.8348,0,0,0,42,1,colour,images/3redStars.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,389.8354,391.9014,1,2066,-0.131510417,0.209635417,1,0,0,two_yellow_triangles,391.902,392.9012,0,1,1,14,1,colour,images/1yellowStar.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,392.902,394.7513,1,1849,-0.411458333,0.217447917,1,0,0,one_red_dot,394.7514,395.7512,0,2,2,27,1,colour,images/2redTriangles.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,395.7517,397.9012,0,2149,-0.151041667,0.2421875,1,0,0,two_yellow_triangles,397.9018,398.901,0,3,3,22,1,colour,images/2greenStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,398.9017,401.2009,0,2300,0.404947917,0.180989583,1,0,0,four_blue_stars,401.2011,402.2008,0,4,4,52,1,colour,images/4greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,402.2015,404.5676,1,2366,0.397135417,0.28125,1,0,0,four_blue_stars,404.5681,405.5673,0,5,5,0,1,colour,images/1blueCross.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,405.568,409.0673,1,3500,0.337239583,0.220052083,1,0,0,four_blue_stars,409.0674,410.0669,0,6,6,35,1,colour,images/3blueTriangles.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,0,1,0:64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,410.0738,411.7672,1,1693,0.337239583,0.220052083,1,0,0,four_blue_stars,411.7675,412.767,0,0,0,48,1,number,images/4blueCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,412.7678,414.6671,0,1900,0.337239583,0.220052083,1,0,0,four_blue_stars,414.6677,415.6666,0,1,1,16,1,number,images/2blueCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,415.6673,417.7335,1,2067,-0.15625,0.217447917,1,0,0,two_yellow_triangles,417.7341,418.7335,0,2,2,28,1,number,images/2yellowCrosses.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,418.734,421.1167,1,2383,0.141927083,0.2109375,1,0,0,three_green_crosses,421.1169,422.1166,0,3,3,36,1,number,images/3greenCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,422.1172,424.7666,1,2650,0.325520833,0.220052083,1,0,0,four_blue_stars,424.7668,425.7664,0,4,4,52,1,number,images/4greenCrosses.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,425.7671,427.5997,1,1833,0.16796875,0.194010417,1,0,0,three_green_crosses,427.5999,428.5996,0,5,5,34,1,number,images/3blueStars.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,428.6002,430.3829,1,1783,-0.071614583,0.21484375,1,0,0,two_yellow_triangles,430.383,431.3827,0,6,6,18,1,number,images/2blueStars.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6,1,1,64:128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,431.3903,433.2995,1,1909,-0.37109375,0.21484375,1,0,0,one_red_dot,433.2996,434.2992,0,0,0,1,1,shape,images/1blueDot.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,434.2998,436.7828,0,2483,0.110677083,0.240885417,1,0,0,three_green_crosses,436.7834,437.7826,0,1,1,47,1,shape,images/3yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,437.7831,440.0492,0,2266,-0.345052083,0.227864583,1,0,0,one_red_dot,440.0494,441.049,0,2,2,12,1,shape,images/1yellowCross.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,441.0497,443.1159,0,2066,0.4609375,0.21484375,1,0,0,four_blue_stars,443.1161,444.1156,0,3,3,48,1,shape,images/4blueCrosses.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,444.1162,446.4655,1,2350,-0.39453125,0.216145833,1,0,0,one_red_dot,446.4662,447.4654,0,4,4,21,1,shape,images/2greenDots.jpg,one_red_dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,447.4661,449.8654,1,2400,0.40234375,0.239583333,1,0,0,four_blue_stars,449.8656,450.865,0,5,5,58,1,shape,images/4redStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,450.8657,453.2652,1,2400,-0.145833333,0.23046875,1,0,0,two_yellow_triangles,453.2654,454.2651,0,6,6,19,1,shape,images/2blueTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,7,2,1,128:192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,454.2718,458.5816,0,4310,-0.317708333,0.22265625,1,0,0,one_red_dot,458.5822,459.5818,0,0,0,3,1,colour,images/1blueTriangle.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,459.5824,462.2481,0,2666,-0.106770833,0.204427083,1,0,0,two_yellow_triangles,462.2482,463.2477,0,1,1,23,1,colour,images/2greenTriangles.jpg,three_green_crosses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,463.2484,465.3314,1,2083,0.3203125,0.247395833,1,0,0,four_blue_stars,465.3321,466.3313,0,2,2,34,1,colour,images/3blueStars.jpg,four_blue_stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,466.3319,468.631,1,2299,-0.180989583,0.23828125,1,0,0,two_yellow_triangles,468.6312,469.631,0,3,3,13,1,colour,images/1yellowDot.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,{{PROLIFIC_ID}},11,2026-09-06_22h14.06.095,Reading the Room,2026.1.3,Win32,59.88023952,66df3fb1714165680f1d4164,6a8d07dd262e1077153a9ddf,6a9e0f9891a7633d0090a3ea,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,469.6316,472.7143,1,3083,-0.130208333,0.225260417,1,0,0,two_yellow_triangles,472.7144,473.7142,0,4,4,63,1,colour,images/4yellowTriangles.jpg,two_yellow_triangles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
