,participant,consent,illness,group,age,sex,education,ethnicity,politics,prop_correct_WCST,mean_RT_WCST,median_RT_WCST,study_purpose,evaluated,interpretation,suspicious,disclosure,data_use,IU_scale.q1,IU_scale.q2,IU_scale.q3,IU_scale.q4,IU_scale.q5,IU_scale.q6,IU_scale.q7,IU_scale.q8,IU_scale.q9,IU_scale.q10,IU_scale.q11,IU_scale.q12,ETMS_1,ETMS_2,ETMS_3,ETMS_4,ETMS_5,ETMS_6,ETMS_7,ETMS_8,ETMS_9,ETMS_10,ETMS_11,ETMS_12,ETMS_13,ETMS_14,ETMS_15,ETMS_16,ETMS_17,ETMS_18,Q1,Q2,Q3
1,696f0efc6748b12f99c74026,1,0,2,61,1,3,4,2,0.587301587,3168.333333,2926,Im not entirely sure what the study was about but maybe your abilllity to  read people.,oh definatly the picking the correct response for the questions section,I interpreted it as i/m not that good on reading social skills,no i actually didn't think it wasn't judged on performance.,3,1,2,3,3,2,3,1,2,,1,2,2,2,5,4,6,5,6,6,6,5,6,3,5,4,5,6,6,4,6,5,4,5,5
