"","participant","consent","illness","group","age","sex","education","ethnicity","politics","prop_correct_WCST","mean_RT_WCST","median_RT_WCST","study_purpose","evaluated","interpretation","suspicious","disclosure","data_use","IU_scale.q1","IU_scale.q2","IU_scale.q3","IU_scale.q4","IU_scale.q5","IU_scale.q6","IU_scale.q7","IU_scale.q8","IU_scale.q9","IU_scale.q10","IU_scale.q11","IU_scale.q12","ETMS_1","ETMS_2","ETMS_3","ETMS_4","ETMS_5","ETMS_6","ETMS_7","ETMS_8","ETMS_9","ETMS_10","ETMS_11","ETMS_14","ETMS_15","ETMS_13","ETMS_16","ETMS_17","ETMS_18","Q1","Q3","Q2"
"1","5fb332c4fa4c00a595c24619","1","0","1","66","2","4","4","2","0.73015873015873","3486.15873015873","3035","understanding  how I interact with other people and groups of people","yes the situations responses involved measuring my choices against others","I was a little surprised as I think of myself as empathetic, however I do tend to avoid confrontations and that may be seen as a weakness","i didn't feel that the measurement feedback was that accurate as I generally view myself as empathetic and tactful","2","1",0,2,3,0,2,2,3,1,0,1,0,1,5,6,4,2,6,6,3,4,3,2,6,6,2,4,2,5,3,6,6,6
