"","participant","consent","illness","group","age","sex","education","ethnicity","politics","prop_correct_WCST","mean_RT_WCST","median_RT_WCST","study_purpose","evaluated","interpretation","suspicious","disclosure","data_use","IU_scale.q1","IU_scale.q2","IU_scale.q3","IU_scale.q4","IU_scale.q5","IU_scale.q6","IU_scale.q7","IU_scale.q8","IU_scale.q9","IU_scale.q10","IU_scale.q11","IU_scale.q12","ETMS_1","ETMS_2","ETMS_3","ETMS_4","ETMS_5","ETMS_6","ETMS_7","ETMS_8","ETMS_9","ETMS_10","ETMS_11","ETMS_12","ETMS_13","ETMS_14","ETMS_15","ETMS_16","ETMS_17","ETMS_18","Q1","Q2","Q3"
"54","66481234550ddf2d298a320c","1","0","2","57","2","5","4","1","0.841269841269841","2729.68253968254","2509","Perhaps to put the testee in a vulnerable state and see how they respond compared to their prior state","The social scenario questions were evaluated and showed I was average","I feel I am very bad at social cues, so being told I was normal was nice - I probably do ok in social situations when I think I'm bombing out!","I suspected the evaluation might not be real. I mean, this is a random trial I signed up for, what could I expect? If I'd paid for this I'd want to see the working out of course and a lot more detail.","1","1",1,1,3,0,3,2,3,3,1,0,0,0,3,5,5,2,6,6,4,5,3,3,5,3,6,6,6,5,6,2,2,2,2
"55","66aead16a4c7250d5ff67379","1","0","2","37","1","2","4","5","0.714285714285714","2297.28571428571","2204","how different people would react when placed in different social situations and whether this correlates with the wider population in general.","yes, the social sitation questions, where you had to pick how to react in that situation. i didnt feel like i was being judged by the questions, but evaluated for the purpose of this study, yes.","that based on my answers I fall into the ""average"" category and am neither below average or above average. I am in the middle with other people too. So i fell into the average category with how others and myself would react in the social situations. I didnt feel judged personally, but i think if others saw my results, they may judge. Not because I did poorly, but because maybe I dont have the best social awareness in situations like these.","no, i didnt. i feel like it was based off of my answers.","2","1",2,3,2,1,2,2,3,0,0,1,2,0,4,6,6,1,4,2,5,1,1,1,4,1,1,4,2,1,4,2,2,5,3
"56","66d00669c7432d0b16b011ae","1","0","1","80","2","3","4","3","0.634920634920635","2938.2380952381","2666","Socialy interchange between myself and a group","Only the group behavioural questions","Interesting but doesn't fit with my social history.","Yes. As before , the result didn't fit with my prior social experiences.","3","1",1,2,4,1,1,1,4,0,0,0,1,1,2,6,2,1,2,5,4,3,2,1,4,1,2,4,4,3,1,2,4,5,2
"57","673564dc04c70a09cead416e","1","0","2","55","1","3","4","2","0.650793650793651","2645.85714285714","2364","social interactions and how we interpret them","yes","it says im average which pretty much sums up my life tbh","no","3","1",2,2,2,2,1,1,3,1,1,1,1,1,5,6,6,7,5,5,6,6,6,4,5,6,6,4,5,5,6,5,2,3,4
"58","6760c28a472f5f735bc76f66","1","0","2","81","1","4","4","2","0.746031746031746","2836.03174603175","2333","How I as the participant react to input from others","No, I felt it was an intellectual experiment","I think that probably everyone was given that feedback as part of the research - i.e. how we react to being just normal.","Yes, because I trust in the answers I gave.","2","1",0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,2,5,5,2,1,1,1,5,1,2,5,1,1,2,2,4,4,4
"59","676384f0e4d3512344ea67e7","1","0","2","55","2","4","4","2","0.650793650793651","2109.66666666667","2034","To find out how people react to situations they might not be ready for, and the way they handle themselves socially","Absolutely, I thought I was pretty good at managing difficult situations - I'm usually the one that gets picked to deal with this kind of thing because everyone says I've got a good manner of talking to all kinds of people. Turns out I'm not! That's going to knock my confidence in future and I'll be second guessing myself now, for sure.","Truthfully, I felt pretty surprised and a bit disappointed in myself first of all. Maybe I'm not corporate enough but I'm not going to lie about the way I conduct myself or who I am. I try and keep it balanced as a rule.","Maybe, I hadn't really thought about that. If the results aren't based on my actual performance I'd probably be relieved about it.","3","1",1,1,2,1,0,1,1,2,2,2,2,1,7,7,6,4,6,7,5,4,7,6,7,7,4,5,4,2,4,5,7,7,7
"60","67b6a3d879c899ad978a05e9","1","0","1","63","2","4","6","5","0.682539682539683","2709.98412698413","2500","How I act in socail situations","Not really","With a grain of salt to be honest I think I have a much better ability than the lower 14%","Yes of course it is. Plainly obvious to rattle the cage of the interveiwe.","3","1",1,3,2,0,2,1,2,0,0,1,0,0,3,5,4,4,3,5,4,3,4,4,5,4,4,5,4,4,4,4,6,2,4
"61","69028e66f0d5b3533486c5a2","1","0","1","37","2","4","4","2","0.746031746031746","2563.71428571429","2267","social engagement in situations or large variety, workplace, personal scenarios and how you would behave or respond accordingly","yes absolutely, it is getting an measure of engagement and response from a range of people and how people respond in various situations","i am open to feedback, it may not change my behaviour or decision making but it is interesting to understand how it is assessed against others","not really but reading this question makes me think there is an element of provoking me into thinking differently about my decision making or responses thats for sure","2","1",0,2,3,0,1,1,2,1,0,0,1,1,5,6,3,3,4,5,3,2,1,1,3,4,4,5,6,3,2,1,5,2,5
"62","69125fab19177a1958393215","1","0","2","7","2","2","4","5","0.492063492063492","2120.98412698413","2066","My perceptions of social understanding and behaviours in certain situations","Yes, during the scenario test","Was a bit surprised that I was only in the 50th percentile","Only with the 5-scenario question, I thought maybe the answer was lower than what I would have expectd","3","1",3,2,1,2,2,2,3,2,3,1,2,1,6,5,4,3,7,6,5,2,5,5,5,5,3,6,2,2,3,5,2,2,1
"63","691d38f81ac511c57d68f093","1","0","1","-8","4","4","4","1","0.825396825396825","2641.96825396825","2417","Looking at the effect of perceived social intelligence on dependence on other people and social confidence.","I believe the pattern recognition task felt like an evaluation.","I did not believe it and thought it was a study manipulation.","Yes I do not believe the social intelligence feedback was genuine. I was skeptical of the assessment and my score. I have also completed studies in the past with feedback manipulation.","2","1",3,3,2,1,3,3,2,3,2,3,2,1,5,5,3,2,6,5,4,2,1,1,5,3,2,7,3,2,2,3,7,4,7
"64","692547715c383a5be2c1e0ce","1","0","1","19","1","2","6","1","0.444444444444444","3584.34920634921","2666","Being socially aware and having socially intelligent responses","My responses being evaluated yes","I agree that I have lower social understanding and social cues than average","No","3","1",3,3,2,3,3,2,3,1,2,3,2,1,3,6,5,3,5,6,4,4,3,3,4,3,4,5,5,3,4,4,6,5,6
"65","692d5a47ee7897ec4a48cd38","1","0","1","62","1","2","4","3","0.492063492063492","4073.39682539683","3085","Social behaviour & interpretations.","Yes","Fair","No","2","1",3,3,4,2,3,4,3,2,0,1,0,0,2,5,3,1,4,6,7,3,1,1,5,2,1,6,4,1,1,3,6,2,6
"66","692d5a47ee7897ec4a48cd38","1","0","2","62","1","2","4","3","0.571428571428571","3013.5873015873","2534","social behaviour and interpretations","Yes","Very well","No","1","1",1,2,3,2,2,1,1,0,0,0,0,0,1,5,1,1,4,6,7,3,2,1,5,2,1,6,1,1,1,6,7,1,7
"67","69309f7da595fb656eebdeb1","1","0","1","47","1","1","4","2","0.650793650793651","3216.98412698413","2418","It was about how I would react in different social situation","yes, I believe most of it was an evaluation","That I preformed poorly in the lower percentile","only when I'm asked this question now I'm starting to wonder if I was receiving false feedback","2","1",2,2,3,2,3,2,2,1,0,0,0,0,5,6,5,5,6,6,4,3,5,2,6,3,4,3,5,5,6,3,6,6,7
"68","69729ac1e7663c8c57cbfdb1","1","0","1","35","2","2","6","1","0.634920634920635","2602.2380952381","2435","Effect of written feedback compared to your own pre-existing views of yourself.","Most likely responses to the evaluation result near the end.","Seems like it may have been intended to be negative in all situations.","Mainly the feedback, because of how it related to the subsequent questions.","1","1",1,1,1,1,1,2,2,2,1,1,1,1,5,6,3,2,5,5,2,1,2,1,4,2,2,6,1,1,1,1,7,4,7
"69","6972b23f29bb152168afa476","1","0","2","54","1","4","4","1","0.619047619047619","4430.42857142857","3230","I am really not sure! perhaps to find out my responses compared to others, and my impressions on how people should behave","yes, the shape colour test and the responses test","i agree that I am probably average","yes, as i feel my answers were ok. i would not expect that anyone got negative or overly positive feedback. I dont know why?","1","1",3,2,2,2,2,1,1,1,0,0,0,0,5,5,5,3,3,5,5,5,5,3,5,5,5,5,5,5,5,5,2,2,2
"70","697835094502710a9560112c","1","0","1","31","1","5","10","5","0.761904761904762","2732.88888888889","2399","not sure","yes","I am confused about it as I'm actually quite good at reading people's intentions and their nature or how they are as a person.","Yes because it does not match my real life experience. I am able to understand people deeply and see things about them that they are often unaware of in themselves.","3","1",1,1,1,0,1,1,1,0,1,1,1,0,5,5,6,5,5,6,6,4,6,3,5,7,5,6,5,4,4,6,6,4,6
"71","69918b5c47f7550961f1bcb0","1","0","1","41","2","5","5","5","0.761904761904762","2128.06349206349","2048","People's behavior in social or unfamiliar situations","Yes, the shape/color/number test and the social intelligence tests both felt like evaluations","The social intelligence test feedback was a bit surprising to me as I had thought of myself as at least of average ability in this regard.","Since the very low score on the social intelligence test surprised me it made me wonder if it was accurate, but I did not recall reading about any possible deceptions in the survey so maybe it was a true analysis.","3","1",2,3,3,1,3,3,3,1,0,1,0,1,2,5,2,1,3,3,5,3,2,1,5,2,2,3,3,4,3,2,6,4,6
"72","69e9781393587668331e817e","1","0","2","22","1","4","4","6","0.523809523809524","2625.65079365079","2366","Seeing how people make decisions","Yes, all of it.","That my answers were average or 'the norm'.","Yes, the feedback. I'm not sure if it would actually provide feedback on other participants' scores and compare them to my own. Others would have had to do the test before me.","3","1",3,3,3,2,1,2,2,1,1,3,2,1,3,3,7,4,4,5,5,6,5,2,3,4,5,4,4,5,2,6,4,3,1
"73","69ef51b8a9c05edba3923015","1","0","2","73","2","5","6","other","0.603174603174603","2774.60317460317","2550","Social interaction","Yes, most of it.","It was about what I expected or maybe slightly better, given that I tend to avoid social interaction these days","No","3","1",1,3,4,3,3,4,4,1,1,2,2,2,5,6,6,1,6,5,3,3,4,2,6,4,5,3,6,5,5,5,2,2,1
"74","69f55dd1a25b4a11bcc13cad","1","0","1","27","1","2","2","2","0.80952380952381","2273.39682539683","2181","The perception towards people below a particular social queue test score","The first page which introduced the test didn't fit the same concept of the test description. So it felt like a copy and paste of something made by someone else","N/A","N/A","2","1",1,3,2,1,2,2,3,1,0,3,2,1,5,5,4,5,6,6,4,5,5,6,4,4,4,5,5,3,4,3,4,5,5
"75","69fd1386fbcd66d929951a5f","1","0","2","27","2","5","12","6","0.476190476190476","5654.55555555556","3618","I think its a study that tends to discover/explore, how people think under some uncertain conditions/pressures.","Yes, I do. The scenario felt like a test of social judgement. Getting a percentile ranking made ,me feel like my choices were being scored and compared to other participant as well.","I interpreted the 50th percentile feedback as meaning my responses were fairly average compared to most other participants.","No","3","1",3,3,3,3,3,1,2,2,2,2,2,2,5,5,5,5,5,5,6,3,4,1,6,6,6,5,1,4,3,3,4,1,4
"76","6a04c1ed6c0e2bbe1b2d989b","1","0","1","58","2","2","4","3","0.555555555555556","3498.25396825397","2923","perception and how to act or how i act in certain situations","I think it does but being evaluate doesn't have to be a bad thing. The best thing to do in any situation is try to learn from it.","I was surprised by it but not totally shocked because I am somewhat awkward in social situations.","I never felt that way but I may be wrong. I always know when I am taking a test if I am doing ok or not.","3","1",1,2,2,2,1,2,3,1,0,0,0,1,3,5,5,2,4,4,4,5,4,3,4,4,4,3,4,3,3,3,6,4,6
"77","6a0734c4db337dee24a06f91","1","0","1","25","2","4","6","3","0.555555555555556","4805.30158730159","2649","Social cues and psychology","The social intelligence part","Harshly","no","2","1",1,3,2,3,2,2,3,1,0,1,1,0,5,4,3,4,5,4,5,6,4,5,3,4,3,5,4,5,6,4,5,4,5
"78","6a07e4791c832831b4bb0dcc","1","0","1","40","2","3","4","3","0.73015873015873","2428.63492063492","2133","The study focused on how I think, make decisions, and respond to social situations under simulated pressure by making some of the activities timed.","Yes, every activity felt that i was being evaluated particularly where i was told i would be scored.","It honestly felt harsh given the responses I chose to the situations, but the results are the results.","The thought had crossed my mind on whether the scored part results were actually true or whether the percentile results was just to see how people respond.","3","1",1,2,2,1,2,1,2,1,0,1,1,1,3,5,5,1,6,5,4,3,2,2,6,2,2,6,2,4,3,2,7,6,7
"79","6a07e97278622f79319196ac","1","0","1","29","2","5","4","4","0.571428571428571","3005.7619047619","2418","pattern recognition and performance in social situations","yes both parts felt kind of like a test or evaluation","well it was quite negative","potentially as i have done a previous survey where it gave a result that was fictional","3","1",2,3,2,2,2,3,3,2,1,2,2,1,5,5,5,2,4,5,4,4,3,2,5,4,5,4,4,3,5,3,6,5,6
"80","6a082bce62ec4f51e9e979fc","1","0","1","26","2","2","6","3","0.46031746031746","3682.19047619048","2934","Discovering how we react to being told that we have poor social intelligence compared to others.","No, I do not think the claim that I have low social intelligence was true or based on any of the responses I gave.","I initially felt bad about it, but then I realised that it may have been a fabricated conclusion for the sake of the study itself.","Yes. I selected answers based on my true self, and I believe myself to have average or higher social intelligence.","2","1",2,3,2,2,3,3,4,3,3,4,3,2,6,7,6,5,5,5,6,5,4,6,5,5,7,5,4,2,6,5,7,6,6
"81","6a0a3bfe6de3954b4f5b7819","1","0","1","29","1","5","4","1","0.666666666666667","2016.26984126984","1983","Task matching performance and the impact of that on how we are able to socially evaluate","Maybe in how well I followed the instructions of the task","Made me feel a bit defeated, I tried to answer the best I could","No","2","1",3,3,4,3,3,4,3,0,3,3,1,2,3,5,5,5,5,5,4,5,3,3,3,6,5,5,6,5,4,5,6,5,6
"82","6a0dd1bd0845ec660d910375","1","0","1","18","2","4","4","2","0.53968253968254","2533.60317460317","2433","I think it was about whether receiving negative/positive feedback regarding our social abilities (i.e., from an objective source or person) influenced how likely we were to trust other people's opinions regarding these abilities.","Yes, my social ability and perceptions of how other people viewed me.","Negatively, although I believe it was likely manufactured as part of the experimental manipulation.","Yes, because I am a psychology student and this is a common feedback paradigm.","1","1",1,3,3,1,1,0,1,0,2,2,2,1,5,7,5,1,6,6,6,2,1,1,6,1,2,7,2,3,1,2,7,6,7
"83","6a0e9a6781650e9b9e6a5b59","1","0","1","49","2","4","6","5","0.444444444444444","3114.73015873016","2683","Making decisions under pressure","yes","maybe it was a test to put me under pressure, not sure","yes, it felt that the pressure was put on","2","1",2,2,2,2,2,0,0,1,0,1,1,1,4,5,5,2,5,5,5,5,3,2,4,5,4,5,4,4,4,4,6,5,6
"84","6a0ee81dd2729be07fec142c","1","0","2","29","1","5","3","2","0.444444444444444","19273.873015873","17793","I think the study was about how well people understand social situations and make good choice with others","Yes, i felt my answer was judge to see how well i handle people and social problem.","I took the feedback as an advice to learn if i made smart , and respect choice in social situations","No. The scenario felt personal and the feed back matched my choice, so i thought it was base on my answer.","2","1",2,2,4,3,2,2,3,2,1,1,1,2,6,6,4,4,4,6,5,4,5,3,6,5,3,5,4,4,3,3,4,2,6
"85","6a140f039ad98f41d0c713e6","1","0","1","32","1","4","4","5","0.746031746031746","2093.36507936508","1972","To find out my ability to deal with challange situation under time pressure.","I find that for some questions, none of the answers is the way I would do it. So I hesitate and don't know which one to pick.","Maybe I am not very good at handling these situations because I lack experience.","I am not sure. Because under time pressure, I am struggling to read and understand comprehensively.","3","1",2,2,2,2,2,1,1,0,1,1,1,1,6,5,4,4,5,5,3,3,3,4,5,4,4,4,4,3,4,4,6,5,5
"86","6a150c0534731cfc55ac943e","1","0","1","36","2","4","6","1","0.888888888888889","2400.52380952381","2177","Social Intelligence or EQ. About how one acts in social situations.","Only when viewing the ending score. And, that it was a bit like my EQ was being measured over time, the time limit made it harder/added pressure.","That my EQ is lower compared to others in the study.","No, I didn't. But, thinking about it now (after the fact), the study probably didn't compare my data to others as the data probably wouldn't exist yet.","2","1",2,3,1,1,1,0,3,1,2,2,2,0,1,4,5,1,1,1,7,1,1,1,1,1,1,2,1,1,1,4,7,1,7
"87","6a163a80270c17834524d514","1","0","1","44","2","5","4","1","0.476190476190476","2556.28571428571","2232","Social cues and patterns","not really no","interesting quantitative outcome","The feedback is very dissimilar to my own perception","3","1",1,2,2,1,3,3,3,2,0,2,0,0,5,5,4,2,2,5,5,3,3,2,3,4,3,5,3,4,3,2,6,3,5
"88","6a16b48038ecacd0d52a6237","1","0","1","21","2","4","6","3","0.650793650793651","2065.50793650794","1949","I think it was about how I interpret situations and how quickly I switch to knowing what a situation is","Yeah with the situation scenarios","I didn't make much of it as this is a study by someone I don't know based off a few small questions","No I thought it was all based on performance","3","1",2,1,1,0,2,0,1,0,0,0,0,0,5,5,3,5,6,6,5,5,1,1,2,2,1,6,3,2,4,2,6,6,7
"89","6a192b448f463e6d576dfe88","1","0","2","-9","1","2","10","1","0.507936507936508","3866.04761904762","2999","This study is trying to understand social behaviour through exercises and survey questions to understand how people would think and behave","yes","i was told i am at the average level so i did not take offense and realised i need to improve my approach to social situations","no","2","1",4,4,4,3,3,2,2,1,1,3,3,1,6,6,5,6,6,6,6,5,5,6,6,6,5,5,3,3,5,3,2,2,3
"90","6a1a3e0dc3193b49a907e232","1","0","2","32","1","4","5","6","0.746031746031746","2308.14285714286","2100","Reading social cues and ho we respond","Yes, the second activity evaluated my problem solving and thinking","That I was considered average to the general population","No","2","1",1,2,3,2,3,2,2,0,0,0,1,0,6,6,3,2,6,6,3,5,3,3,6,5,2,6,3,3,4,2,2,2,2
"91","6a22cbbaf7bf608ec4d1bdb7","1","0","1","46","2","5","4","2","0.746031746031746","3399.57142857143","2180","Social awareness and the ability to communicate well in social situations","Yes, my score was low","Negatively, I thought my responses were good, but obviously not.","I didn't think I actually performed that poorly","1","1",1,2,3,3,3,3,3,3,3,3,2,1,3,5,5,4,5,5,4,4,3,4,4,5,5,4,5,5,5,4,6,6,6
"92","6a26d1c6d013e3513e842c0b","1","0","2","46","2","4","11","2","0.746031746031746","2300.88888888889","2149","Choices and opinions of what you may do in certain situations that you may come up in.","Yes all of it, but not in a personal way since this will be an aggregated survey.","I think getting the 50th percentile is part of the study and everyone got this and that is where the real analysis is.","Yes, the 50th percentile score - I think this is more of a point to see what sort of reaction and feedback you will get from those people who may have taken that too personally.  The calculation of the answers was a bit of a ruse for that but we will see in the upcoming end statement!","3","1",1,1,2,1,2,2,2,2,1,1,2,1,4,6,4,2,6,6,5,5,2,2,5,3,5,6,4,5,4,5,3,2,2
"93","6a2786c4c70b7e18a9150a50","1","0","1","50","1","4","4","2","0.619047619047619","3982.68253968254","3334","Social awareness and perception.","All of it is an evaluation.","I wasn't too bothered.","The section about how I respond to certain situations was only based on a few scenarios, some of which are not actually applicable to my real life, so the result may not accurately reflect me.","3","1",2,3,3,2,2,2,2,2,2,2,2,1,5,5,4,3,5,4,5,4,3,3,5,4,3,5,3,3,5,3,6,5,5
"94","6a28c51ea10d8e8fe6c20b3f","1","0","2","27","1","4","11","1","0.666666666666667","2214.61904761905","2028","The study was about judgements and the ability to analyse a situation in a certain time frame","Throughout the study from the first activity to the last","Not too much as it's a great way to understand how I process and would react to specific situations","No","3","1",3,3,4,4,2,3,2,0,3,3,4,2,5,3,4,2,6,7,5,2,2,2,5,6,2,7,2,2,4,2,1,2,1
"95","6a2c4876502b7958c0338fc7","1","0","2","21","1","3","6","1","0.650793650793651","2767.93650793651","2421","this study was about psychological social opinions","yes","i was at average performance based on the feedback","no","2","1",3,3,2,2,1,1,2,1,2,3,3,1,5,7,3,2,6,6,6,5,2,2,5,3,3,6,5,3,6,5,2,2,2
"96","6a39d2581f820e63c96d5b00","1","0","2","45","1","4","6","5","0.476190476190476","2638.73015873016","2465","how you read the other people behavior","yes","ok","no","3","1",2,2,2,2,2,2,2,0,1,1,1,1,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,4,4,3,4,4
"97","6a6989b841a17e9e22ce8d74","1","0","1","25","2","4","4","5","0.714285714285714","2773.46031746032","2350","Social cues and understanding how I view others and how they might view me.","Yes, particularly the percentile results at the end.","I'm not particularly happy with where I placed in terms of the percentile, but in hindsight I can see why I might have gotten that result. Not entirely sure how the pattern recognition cards play into the overall study but I enjoyed it nonetheless.","Yes, some of the social situations lacked sufficient context to evaluate what the right course of action would be, and I'm not particularly certain it would be 'accurate' to give a percentile score based on the handling of social situations unless there's clear wrong answers.","1","1",2,3,3,2,3,2,3,2,3,3,4,1,5,6,5,3,5,6,5,4,3,2,5,4,5,6,4,5,3,4,6,5,6
"98","R_2Fm7Bz4JlmnIiro","1","0","1","49","1","4","4","6","0.682539682539683","2270.11111111111","2149","social cues, decision-making, comprehension","Yes, my ability to follow instructions and how I respond to social cues","I have trouble with social cues","Yes, I think the percentile feedback was about how I would respond to it.","3","1",0,3,3,1,1,0,2,0,0,0,1,0,1,5,5,1,5,5,4,5,4,1,4,5,5,5,5,1,5,4,5,3,6
