"","participant","consent","illness","group","age","sex","education","ethnicity","politics","prop_correct_WCST","mean_RT_WCST","median_RT_WCST","study_purpose","evaluated","interpretation","suspicious","disclosure","IU_scale.q1","IU_scale.q2","IU_scale.q3","IU_scale.q4","IU_scale.q5","IU_scale.q6","IU_scale.q7","IU_scale.q8","IU_scale.q9","IU_scale.q10","IU_scale.q11","IU_scale.q12","ETMS_1","ETMS_2","ETMS_3","ETMS_4","ETMS_5","ETMS_6","ETMS_7","ETMS_8","ETMS_9","ETMS_10","ETMS_12","ETMS_13","ETMS_14","ETMS_15","ETMS_16","ETMS_17","ETMS_18","Q1","Q2","Q3"
"1","674655eae47585f96dc1cfbb","1","0","2","64","1","4","4","2","0.634920634920635","3089.69841269841","2916","The individuals ability to make decisions using information they have been given","to a degree I did, but in the end I decided it was much better to simply 'go with my gut'.","I was very interested to see how I oerformwed and will certainly take on board the comments","no I thought it was entirely performance baased","Item 3",4,3,3,4,3,3,3,2,1,1,0,1,3,5,2,1,5,5,6,4,5,6,6,6,2,5,6,6,1,4,3,2
