"","participant","consent","illness","group","age","sex","education","ethnicity","politics","prop_correct_WCST","mean_RT_WCST","median_RT_WCST","study_purpose","evaluated","interpretation","suspicious","disclosure","IU_scale.q1","IU_scale.q2","IU_scale.q3","IU_scale.q4","IU_scale.q5","IU_scale.q6","IU_scale.q7","IU_scale.q8","IU_scale.q9","IU_scale.q10","IU_scale.q12","IU_scale.q11","ETMS_1","ETMS_2","ETMS_3","ETMS_4","ETMS_5","ETMS_6","ETMS_7","ETMS_8","ETMS_9","ETMS_10","ETMS_11","ETMS_12","ETMS_13","ETMS_14","ETMS_15","ETMS_16","ETMS_17","ETMS_18","Q3"
"1","6a07d9e7902dfd92616b2406","1","0","1","13","1","5","3","5","0.555555555555556","4186.69841269841","3277","See how people read social cues","no not really","i think it is understandable","Nope","Item 3",3,3,4,2,4,3,3,2,2,2,3,3,5,4,4,3,4,6,3,3,3,2,3,5,4,7,2,2,4,4,6
